文件名,路径,大小,类型,扩展名
FlutterAppDelegate.h,Frameworks/Flutter.framework/Headers/FlutterAppDelegate.h,1.2 KB,uncategorized,.h
PrivacyInfo.xcprivacy,Frameworks/AdjustSigSdk.framework/PrivacyInfo.xcprivacy,1.1 KB,uncategorized,.xcprivacy
viewController.nib,Frameworks/flutter_inappwebview_ios.framework/WebView.storyboardc/viewController.nib,1.1 KB,uncategorized,.nib
UIViewController-BYZ-38-t0r.nib,Base.lproj/Main.storyboardc/UIViewController-BYZ-38-t0r.nib,951 B,uncategorized,.nib
PrivacyInfo.xcprivacy,Frameworks/FBSDKCoreKit_Basics.framework/PrivacyInfo.xcprivacy,937 B,uncategorized,.xcprivacy
UIViewController-01J-lp-oVM.nib,Base.lproj/LaunchScreen.storyboardc/UIViewController-01J-lp-oVM.nib,924 B,uncategorized,.nib
PrivacyInfo.xcprivacy,Frameworks/app_tracking_transparency.framework/app_tracking_transparency_privacy.bundle/PrivacyInfo.xcprivacy,860 B,uncategorized,.xcprivacy
Flutter.h,Frameworks/Flutter.framework/Headers/Flutter.h,854 B,uncategorized,.h
PrivacyInfo.xcprivacy,Frameworks/Flutter.framework/PrivacyInfo.xcprivacy,845 B,uncategorized,.xcprivacy
PrivacyInfo.xcprivacy,Frameworks/IOSSecuritySuite.framework/IOSSecuritySuitePrivacy.bundle/PrivacyInfo.xcprivacy,812 B,uncategorized,.xcprivacy
PrivacyInfo.xcprivacy,Frameworks/shared_preferences_foundation.framework/shared_preferences_foundation_privacy.bundle/PrivacyInfo.xcprivacy,598 B,uncategorized,.xcprivacy
PrivacyInfo.xcprivacy,Frameworks/FBAEMKit.framework/PrivacyInfo.xcprivacy,551 B,uncategorized,.xcprivacy
FlutterHourFormat.h,Frameworks/Flutter.framework/Headers/FlutterHourFormat.h,536 B,uncategorized,.h
PrivacyInfo.xcprivacy,Frameworks/app_settings.framework/app_settings_privacy.bundle/PrivacyInfo.xcprivacy,396 B,uncategorized,.xcprivacy
PrivacyInfo.xcprivacy,Frameworks/wakelock_plus.framework/wakelock_plus_privacy.bundle/PrivacyInfo.xcprivacy,373 B,uncategorized,.xcprivacy
PrivacyInfo.xcprivacy,Frameworks/in_app_review.framework/in_app_review_privacy.bundle/PrivacyInfo.xcprivacy,373 B,uncategorized,.xcprivacy
PrivacyInfo.xcprivacy,Frameworks/OrderedSet.framework/OrderedSet_privacy.bundle/PrivacyInfo.xcprivacy,373 B,uncategorized,.xcprivacy
PrivacyInfo.xcprivacy,Frameworks/video_player_avfoundation.framework/video_player_avfoundation_privacy.bundle/PrivacyInfo.xcprivacy,373 B,uncategorized,.xcprivacy
PrivacyInfo.xcprivacy,Frameworks/url_launcher_ios.framework/url_launcher_ios_privacy.bundle/PrivacyInfo.xcprivacy,373 B,uncategorized,.xcprivacy
PrivacyInfo.xcprivacy,Frameworks/device_info_plus.framework/device_info_plus_privacy.bundle/PrivacyInfo.xcprivacy,373 B,uncategorized,.xcprivacy
PrivacyInfo.xcprivacy,Frameworks/path_provider_foundation.framework/path_provider_foundation_privacy.bundle/PrivacyInfo.xcprivacy,373 B,uncategorized,.xcprivacy
PrivacyInfo.xcprivacy,Frameworks/flutter_native_splash.framework/flutter_native_splash_privacy.bundle/PrivacyInfo.xcprivacy,373 B,uncategorized,.xcprivacy
PrivacyInfo.xcprivacy,Frameworks/package_info_plus.framework/package_info_plus_privacy.bundle/PrivacyInfo.xcprivacy,373 B,uncategorized,.xcprivacy
PrivacyInfo.xcprivacy,Frameworks/webview_flutter_wkwebview.framework/webview_flutter_wkwebview_privacy.bundle/PrivacyInfo.xcprivacy,373 B,uncategorized,.xcprivacy
PrivacyInfo.xcprivacy,Frameworks/connectivity_plus.framework/connectivity_plus_privacy.bundle/PrivacyInfo.xcprivacy,373 B,uncategorized,.xcprivacy
PrivacyInfo.xcprivacy,Frameworks/sqflite_darwin.framework/sqflite_darwin_privacy.bundle/PrivacyInfo.xcprivacy,372 B,uncategorized,.xcprivacy
PrivacyInfo.xcprivacy,Frameworks/flutter_inappwebview_ios.framework/flutter_inappwebview_ios_privacy.bundle/PrivacyInfo.xcprivacy,372 B,uncategorized,.xcprivacy
module.modulemap,Frameworks/Flutter.framework/Modules/module.modulemap,95 B,uncategorized,.modulemap
PkgInfo,PkgInfo,8 B,uncategorized,
